epoch,train_mse,val_mse
0,0.0017361793963407929,0.0007686535245738924
1,0.0008898235285993327,0.0006800578557886183
2,0.0007739081947048279,0.0006223096279427409
3,0.0006862320905466648,0.0005738409236073494
4,0.0006325311789458448,0.0005227904766798019
5,0.0005716349379244176,0.00046941693290136755
6,0.000512799398910085,0.00040837275446392596
7,0.00044341284294866705,0.0003512114635668695
8,0.00036894529793326825,0.00029269789229147136
9,0.0003116554699689996,0.0002568076888564974
10,0.0002663384207566692,0.00023166832397691905
11,0.00023711240580517122,0.00021355350327212363
12,0.0002141525804869492,0.0002115806855726987
13,0.0001977554850534282,0.00019453965069260448
14,0.00018808847579004413,0.00018696447659749538
15,0.00017908862289252946,0.00018001734861172736
16,0.00017930590018460697,0.00017603978631086648
17,0.000171556514529088,0.00017188933270517737
18,0.00016441323730925268,0.00016872362175490707
19,0.000158174594451504,0.00015919364523142576
20,0.00015714573435781693,0.00016149505972862244
21,0.00015099225856829435,0.000158507697051391
22,0.00014807806292083114,0.0001498761703260243
23,0.0001452979248080572,0.0001489123096689582
24,0.00014128640958171508,0.00014677864965051413
25,0.00014014045154908672,0.00014529628970194608
26,0.00013585664816094902,0.0001440954947611317
27,0.00013358441686829212,0.00013932152069173753
28,0.0001317338160747154,0.0001374608837068081
29,0.00013153930988416752,0.00013832299737259746
30,0.00012686278536090288,0.00013379192387219518
31,0.00012580318037759173,0.00013325802865438163
32,0.0001229266907268373,0.00013114082685206085
33,0.00012191988207632676,0.00012673756282310933
34,0.00011951519131385298,0.00012496502313297242
35,0.00011788162770575251,0.00012839300325140357
36,0.00011554382283727385,0.00012493811664171517
37,0.00011206974886590615,0.00012383449939079583
38,0.00011313058745475824,0.0001208863832289353
39,0.00011038725510430099,0.00012374598009046167
40,0.0001086018184485676,0.00011731097765732557
41,0.00010549585038626736,0.00012131715629948303
42,0.00010531047750687735,0.00011461909161880612
43,0.0001052467824510214,0.00011321448982926086
44,0.00010299989728743888,0.00011606758198468015
45,0.00010742339178581129,0.00011232674296479672
46,0.00010378893189640208,0.00011042182450182736
47,0.00010133290065410124,0.00011155262473039329
48,9.748244007245044e-05,0.00010795520938700065
49,9.660681561482224e-05,0.00010977054625982419
