epoch,train_mse,val_mse
0,0.002028343579943546,0.000916977587621659
1,0.0008984523327936503,0.0007370354724116623
2,0.000774385434025052,0.0006623886874876916
3,0.0007111411224204031,0.0006093804840929806
4,0.0006489285045642067,0.0005542324506677687
5,0.0005868635383773257,0.0005012277979403734
6,0.0005335454109378836,0.0004345905617810786
7,0.00045440391774966634,0.00038976018549874425
8,0.0003816790915813974,0.00031835169647820294
9,0.00031939024550162935,0.0002761879877652973
10,0.0002682187610348179,0.00024461382417939603
11,0.0002368834459709681,0.0002282073110109195
12,0.0002043001229387962,0.00020638822752516717
13,0.00019056445109361613,0.00019594670447986573
14,0.0001781296146377413,0.00018682512745726854
15,0.00017002310315464538,0.00017973688954953104
16,0.00016480918698520824,0.00017233243852388114
17,0.00015918151554863223,0.00017211699741892517
18,0.0001552826883694665,0.00016692762437742203
19,0.00015193468623858115,0.00016963030793704093
20,0.00015227103589991614,0.00015952960529830307
21,0.00014782244662373242,0.0001607683370821178
22,0.0001452884859066795,0.00015696596528869122
23,0.00014257205607877537,0.0001551848545204848
24,0.00013590358271771535,0.00015036665718071163
25,0.00013506664518817243,0.00015197093307506293
26,0.00013094599721212447,0.00015131266263779253
27,0.0001290620050647042,0.00014657860447186977
28,0.00012932096499505198,0.00014147389447316527
29,0.00012670586081433365,0.00014340775669552386
30,0.0001238536133314483,0.00014691725664306432
31,0.00012316132183927536,0.00013867480447515845
32,0.00012228269307260317,0.00013476160529535264
33,0.00011814705860822208,0.00013306971231941134
34,0.00011552673492009158,0.00013179273810237646
35,0.00011391704108312048,0.00012890819925814867
36,0.00011171116123229943,0.00012852709915023297
37,0.00011164165202485906,0.00012628186959773302
38,0.00010892210477984257,0.00012358816456981003
39,0.00010534834952770986,0.00012294888438191265
40,0.00010431918516670439,0.0001255685929208994
41,0.00010303674935130402,0.00012044774484820664
42,0.00010529478921935979,0.00011804069072240964
43,0.00010065996850078756,0.0001214511357829906
44,9.809941878880967e-05,0.00011879321391461417
45,9.975681181954728e-05,0.0001217528770212084
46,9.922823400384831e-05,0.00011874579649884254
47,9.695168542252345e-05,0.00011427979916334152
48,9.636259214444594e-05,0.00011359332711435854
49,9.578058168038048e-05,0.00011318448378005996
